sep=,
Epoch,After_Batch,Loss
0,100,0.7002942657470703
0,200,0.6924535369873047
0,300,0.6909151458740235
0,400,0.6896347045898438
0,500,0.6882086944580078
0,600,0.6866314697265625
0,700,0.6856031799316407
0,800,0.6844212341308594
0,900,0.6823550415039062
0,1000,0.6818331146240234
0,1100,0.6810102844238282
0,1200,0.6795901489257813
0,1300,0.6797752380371094
0,1400,0.6779464721679688
0,1500,0.6764323425292968
0,1600,0.6747814178466797
0,1700,0.6747067260742188
0,1800,0.6736921691894531
0,1900,0.6718379211425781
0,2000,0.6707139587402344
0,2100,0.6673185729980469
0,2200,0.6635090637207032
0,2300,0.6629004669189453
0,2400,0.6615751647949218
0,2500,0.6608586883544922
0,2600,0.6622633361816406
0,2700,0.6609735107421875
0,2800,0.6590296936035156
0,2900,0.6570290374755859
0,3000,0.659156723022461
0,3100,0.6535663604736328
0,3200,0.6525772094726563
0,3300,0.6548358917236328
0,3400,0.6515769195556641
0,3500,0.6534324645996094
0,3600,0.6542935180664062
0,3700,0.653399429321289
0,3800,0.6487101745605469
0,3900,0.6435671997070312
0,4000,0.6480984497070312
0,4100,0.6468163299560546
0,4200,0.6437816619873047
0,4300,0.6441590118408204
0,4400,0.6433442687988281
0,4500,0.6428073120117187
0,4600,0.6443365478515625
0,4700,0.6384309768676758
0,4800,0.6378154373168945
0,4900,0.6362895965576172
0,5000,0.6340352249145508
0,5100,0.6369276428222657
0,5200,0.6377090835571289
0,5300,0.6351330947875976
0,5400,0.6317371368408203
0,5500,0.6322343444824219
0,5600,0.631402587890625
0,5700,0.6282583618164063
0,5800,0.6329686737060547
0,5900,0.6253543090820313
0,6000,0.6294792938232422
0,6100,0.6261790084838867
0,6200,0.6245417785644531
0,6300,0.6296963500976562
0,6400,0.6261498260498047
0,6500,0.6207938766479493
0,6600,0.6198976135253906
0,6700,0.6190179061889648
0,6800,0.6180123519897461
0,6900,0.6254442596435547
0,7000,0.6264287185668945
0,7100,0.621440544128418
0,7200,0.6226007843017578
0,7300,0.6201517105102539
0,7400,0.6211685562133789
0,7500,0.6072870635986328
0,7600,0.6188628387451172
0,7700,0.6123847579956054
0,7800,0.6119100952148437
0,7900,0.614288444519043
0,8000,0.6120379638671875
0,8100,0.6070510482788086
0,8200,0.6107670974731445
0,8300,0.6014143371582031
0,8400,0.594588623046875
0,8500,0.6059891510009766
0,8600,0.6051851272583008
0,8700,0.603447036743164
0,8800,0.5912553787231445
0,8900,0.6017317199707031
0,9000,0.601574363708496
0,9100,0.5960065078735352
0,9200,0.5989947509765625
0,9300,0.5953295516967774
0,9400,0.5865242004394531
0,9500,0.5948518371582031
0,9600,0.5921631240844727
0,9700,0.5845085144042969
0,9800,0.5957000350952149
0,9900,0.5894658660888672
0,10000,0.5976198577880859
0,10100,0.5879990768432617
0,10200,0.5834223937988281
0,10300,0.5797787094116211
0,10400,0.5941497802734375
0,10500,0.5988485717773437
0,10600,0.5895002746582031
0,10700,0.5885268020629882
0,10800,0.5806667327880859
0,10900,0.5854008483886719
0,11000,0.5964657211303711
0,11100,0.5775216674804687
0,11200,0.5785935592651367
0,11300,0.5853052139282227
0,11400,0.574932861328125
0,11500,0.5957435989379882
0,11600,0.576443748474121
0,11700,0.5868220901489258
0,11800,0.580677261352539
0,11900,0.5789392471313477
0,12000,0.5768333435058594
0,12100,0.5796392440795899
0,12200,0.5766410827636719
0,12300,0.5656315994262695
0,12400,0.5711540603637695
0,12500,0.5678410720825195
0,12600,0.5823454284667968
0,12700,0.5695164108276367
0,12800,0.5792766952514649
0,12900,0.5641613388061524
0,13000,0.5583295822143555
0,13100,0.5674294662475586
0,13200,0.5696190643310547
0,13300,0.5508469390869141
0,13400,0.5796471023559571
0,13500,0.5742071151733399
0,13600,0.572244873046875
0,13700,0.5779093933105469
0,13800,0.5824657058715821
0,13900,0.5767902755737304
0,14000,0.5688933944702148
0,14100,0.5644237518310546
0,14200,0.5710176467895508
0,14300,0.5701004791259766
0,14400,0.561790771484375
0,14500,0.5783351135253906
0,14600,0.5719256591796875
0,14700,0.5572920227050782
0,14800,0.5512001419067383
0,14900,0.5619572067260742
0,15000,0.5648716735839844
0,15100,0.5608410263061523
0,15200,0.5665986633300781
0,15300,0.5659667587280274
0,15400,0.5445788955688476
0,15500,0.5581256484985352
0,15600,0.5678807067871093
0,15700,0.5494065856933594
0,15800,0.5550400161743164
0,15900,0.5602564239501953
0,16000,0.5480641555786133
0,16100,0.5494959259033203
0,16200,0.5496073913574219
0,16300,0.5557305908203125
0,16400,0.5448842239379883
0,16500,0.5643426513671875
0,16600,0.5501567077636719
0,16700,0.5396617126464843
0,16800,0.5527338027954102
0,16900,0.5457832336425781
0,17000,0.5440593338012696
0,17100,0.5307981872558594
0,17200,0.56116455078125
0,17300,0.5379999542236328
0,17400,0.538105354309082
0,17500,0.5493539810180664
0,17600,0.5372888565063476
0,17700,0.5414633941650391
0,17800,0.5547085571289062
0,17900,0.550351219177246
0,18000,0.5395557403564453
0,18100,0.5424286651611329
0,18200,0.5409500122070312
0,18300,0.5425262069702148
0,18400,0.5452688598632812
0,18500,0.5470367813110352
0,18600,0.5413432693481446
0,18700,0.5430849838256836
0,18800,0.5557304382324219
0,18900,0.5454057693481446
0,19000,0.5347121810913086
0,19100,0.5353992462158204
0,19200,0.5355262374877929
0,19300,0.5399452209472656
0,19400,0.5420900344848633
0,19500,0.538419532775879
0,19600,0.5387125396728516
0,19700,0.5435807800292969
0,19800,0.5263734817504883
0,19900,0.545220718383789
0,20000,0.5381925201416016
0,20100,0.5425555038452149
0,20200,0.531114730834961
0,20300,0.5234098815917969
0,20400,0.5461851501464844
0,20500,0.5354838180541992
0,20600,0.529843978881836
0,20700,0.5403644180297852
0,20800,0.5335911560058594
0,20900,0.5257457733154297
0,21000,0.5308837509155273
0,21100,0.5129491806030273
0,21200,0.5249541854858398
0,21300,0.5197022628784179
0,21400,0.5480957794189453
0,21500,0.5219802474975586
0,21600,0.5304299545288086
0,21700,0.5304177856445312
0,21800,0.5244596099853516
0,21900,0.5190171051025391
0,22000,0.537451400756836
0,22100,0.513499641418457
0,22200,0.5316317367553711
0,22300,0.5251217269897461
0,22400,0.5293473815917968
0,22500,0.5228034591674805
0,22600,0.5415134429931641
0,22700,0.5215400695800781
1,100,0.5231847381591797
1,200,0.5020044326782227
1,300,0.5050642776489258
1,400,0.5078264236450195
1,500,0.5116618728637695
1,600,0.513275260925293
1,700,0.5032758331298828
1,800,0.5087043380737305
1,900,0.5056266403198242
1,1000,0.5220260620117188
1,1100,0.5160738754272461
1,1200,0.5157540130615235
1,1300,0.5360182189941406
1,1400,0.5213500595092774
1,1500,0.5310020065307617
1,1600,0.5153317260742187
1,1700,0.5277060317993164
1,1800,0.5345441436767578
1,1900,0.5283150482177734
1,2000,0.5168599700927734
1,2100,0.5169377136230469
1,2200,0.4920262908935547
1,2300,0.49551513671875
1,2400,0.5193065643310547
1,2500,0.5060992431640625
1,2600,0.5189549255371094
1,2700,0.5243056106567383
1,2800,0.506829719543457
1,2900,0.5116387557983398
1,3000,0.5151890182495117
1,3100,0.4929142379760742
1,3200,0.5048072052001953
1,3300,0.524076919555664
1,3400,0.5107571411132813
1,3500,0.5101927947998047
1,3600,0.5321741485595703
1,3700,0.5213155364990234
1,3800,0.5177791976928711
1,3900,0.4895646667480469
1,4000,0.5126521301269531
1,4100,0.5019449234008789
1,4200,0.5087440490722657
1,4300,0.5036134719848633
1,4400,0.5145681762695312
1,4500,0.5151885604858398
1,4600,0.5133940887451172
1,4700,0.5060866546630859
1,4800,0.5045902633666992
1,4900,0.5123768615722656
1,5000,0.5031218338012695
1,5100,0.5115786743164062
1,5200,0.510705451965332
1,5300,0.5050045013427734
1,5400,0.5108285522460938
1,5500,0.5061933898925781
1,5600,0.5075871658325195
1,5700,0.48825481414794925
1,5800,0.5323732757568359
1,5900,0.49144821166992186
1,6000,0.5137789916992187
1,6100,0.5040379333496093
1,6200,0.5097146987915039
1,6300,0.5159945678710938
1,6400,0.5039028930664062
1,6500,0.5015925979614257
1,6600,0.48927520751953124
1,6700,0.5078082275390625
1,6800,0.49221923828125
1,6900,0.5138204193115234
1,7000,0.5064654541015625
1,7100,0.5068399810791016
1,7200,0.503766975402832
1,7300,0.4977761840820312
1,7400,0.5029555892944336
1,7500,0.4782004165649414
1,7600,0.5116366195678711
1,7700,0.5037887954711914
1,7800,0.5108645248413086
1,7900,0.5020930480957031
1,8000,0.49990257263183596
1,8100,0.4907358932495117
1,8200,0.5121570587158203
1,8300,0.4818687438964844
1,8400,0.47660026550292967
1,8500,0.509020881652832
1,8600,0.48409515380859375
1,8700,0.4988278579711914
1,8800,0.4739157485961914
1,8900,0.4970340347290039
1,9000,0.49010677337646485
1,9100,0.49410720825195314
1,9200,0.4883179473876953
1,9300,0.47956756591796873
1,9400,0.4727884674072266
1,9500,0.48302631378173827
1,9600,0.48763236999511717
1,9700,0.4709151840209961
1,9800,0.4882063293457031
1,9900,0.48233116149902344
1,10000,0.49535633087158204
1,10100,0.4882490539550781
1,10200,0.4736218643188477
1,10300,0.46894775390625
1,10400,0.49889019012451175
1,10500,0.5000139999389649
1,10600,0.49182193756103515
1,10700,0.4909794616699219
1,10800,0.4743067169189453
1,10900,0.4811901092529297
1,11000,0.5010030364990234
1,11100,0.4801042556762695
1,11200,0.48608409881591796
1,11300,0.48131492614746096
1,11400,0.4838811111450195
1,11500,0.49447540283203123
1,11600,0.48448986053466797
1,11700,0.4993701934814453
1,11800,0.4958681869506836
1,11900,0.47551544189453127
1,12000,0.4777261352539062
1,12100,0.4958621978759766
1,12200,0.4766326904296875
1,12300,0.46386070251464845
1,12400,0.4858063507080078
1,12500,0.47196250915527344
1,12600,0.4940489196777344
1,12700,0.4895891571044922
1,12800,0.4771944808959961
1,12900,0.479885139465332
1,13000,0.46268161773681643
1,13100,0.4739438247680664
1,13200,0.47619190216064455
1,13300,0.44901248931884763
1,13400,0.4905213165283203
1,13500,0.49228084564208985
1,13600,0.48040931701660156
1,13700,0.4796292495727539
1,13800,0.4960824584960937
1,13900,0.4853012466430664
1,14000,0.47836483001708985
1,14100,0.46758285522460935
1,14200,0.5014467239379883
1,14300,0.47371761322021483
1,14400,0.47719161987304687
1,14500,0.4951544952392578
1,14600,0.4880839920043945
1,14700,0.47058700561523437
1,14800,0.4661262130737305
1,14900,0.4695357894897461
1,15000,0.47063472747802737
1,15100,0.4719306182861328
1,15200,0.48619674682617187
1,15300,0.4773345947265625
1,15400,0.4640340805053711
1,15500,0.4654507827758789
1,15600,0.47705429077148437
1,15700,0.46545501708984377
1,15800,0.4680367660522461
1,15900,0.4692626953125
1,16000,0.45564224243164064
1,16100,0.4593841552734375
1,16200,0.4635171127319336
1,16300,0.4804555892944336
1,16400,0.46161350250244143
1,16500,0.4816631317138672
1,16600,0.46569671630859377
1,16700,0.4638794708251953
1,16800,0.4767531204223633
1,16900,0.47123912811279295
1,17000,0.4582941436767578
1,17100,0.45083309173583985
1,17200,0.47020401000976564
1,17300,0.45442317962646483
1,17400,0.4525466537475586
1,17500,0.46834171295166016
1,17600,0.4540572738647461
1,17700,0.4605718994140625
1,17800,0.46834823608398435
1,17900,0.473214225769043
1,18000,0.4579113006591797
1,18100,0.4587746810913086
1,18200,0.4545702743530273
1,18300,0.4662871551513672
1,18400,0.47178401947021487
1,18500,0.4697228240966797
1,18600,0.4644816589355469
1,18700,0.46326335906982424
1,18800,0.48494400024414064
1,18900,0.4653404998779297
1,19000,0.4583243179321289
1,19100,0.4553007507324219
1,19200,0.45921199798583984
1,19300,0.46127891540527344
1,19400,0.46460235595703125
1,19500,0.46126598358154297
1,19600,0.47409664154052733
1,19700,0.46595775604248046
1,19800,0.44504829406738283
1,19900,0.4691635513305664
1,20000,0.45787532806396486
1,20100,0.4576789093017578
1,20200,0.46482147216796876
1,20300,0.44644081115722656
1,20400,0.4712707138061523
1,20500,0.45473197937011717
1,20600,0.4566201400756836
1,20700,0.4745338439941406
1,20800,0.4640693283081055
1,20900,0.45158695220947265
1,21000,0.44700721740722654
1,21100,0.43459808349609375
1,21200,0.4533143615722656
1,21300,0.4533615493774414
1,21400,0.45716094970703125
1,21500,0.46359031677246093
1,21600,0.45764888763427736
1,21700,0.4610907745361328
1,21800,0.45511154174804686
1,21900,0.44087871551513674
1,22000,0.46172218322753905
1,22100,0.44407470703125
1,22200,0.466676025390625
1,22300,0.4477433395385742
1,22400,0.454600830078125
1,22500,0.45445655822753905
1,22600,0.4755203628540039
1,22700,0.45234630584716795
2,100,0.44357078552246093
2,200,0.4285242462158203
2,300,0.4283756637573242
2,400,0.43431026458740235
2,500,0.44014629364013674
2,600,0.43417236328125
2,700,0.4285832214355469
2,800,0.42967647552490235
2,900,0.4408729553222656
2,1000,0.4522416305541992
2,1100,0.43967849731445313
2,1200,0.44688804626464845
2,1300,0.4665178680419922
2,1400,0.4529642868041992
2,1500,0.46058101654052735
2,1600,0.44443798065185547
2,1700,0.4597169876098633
2,1800,0.4796491241455078
2,1900,0.4681169891357422
2,2000,0.4463587951660156
2,2100,0.4499403762817383
2,2200,0.42454120635986325
2,2300,0.4337804412841797
2,2400,0.4586013412475586
2,2500,0.4560133743286133
2,2600,0.4558854675292969
2,2700,0.4573977279663086
2,2800,0.44301734924316405
2,2900,0.4442284393310547
2,3000,0.4493076324462891
2,3100,0.41929443359375
2,3200,0.44440799713134765
2,3300,0.47293888092041014
2,3400,0.44557369232177735
2,3500,0.4493985366821289
2,3600,0.45795745849609376
2,3700,0.460346565246582
2,3800,0.4547563934326172
2,3900,0.4218582534790039
2,4000,0.44687274932861326
