sep=,
Epoch,After_Batch,Loss
0,100,0.7988392639160157
0,200,0.6961198425292969
0,300,0.572207374572754
0,400,0.455532112121582
0,500,0.418819694519043
0,600,0.346889762878418
0,700,0.30347299575805664
0,800,0.29171646118164063
0,900,0.2583047103881836
0,1000,0.25887718200683596
0,1100,0.2440638542175293
0,1200,0.233193302154541
0,1300,0.2276858139038086
0,1400,0.23099006652832033
0,1500,0.21587545394897462
0,1600,0.205217342376709
0,1700,0.20843570709228515
0,1800,0.23604129791259765
0,1900,0.22068086624145508
0,2000,0.2137696075439453
0,2100,0.1902579689025879
0,2200,0.21535799026489258
0,2300,0.22043266296386718
0,2400,0.20010879516601562
0,2500,0.19516618728637694
0,2600,0.1822003746032715
0,2700,0.18374162673950195
0,2800,0.2016845703125
0,2900,0.19467866897583008
0,3000,0.19884777069091797
0,3100,0.188654842376709
0,3200,0.1729538345336914
0,3300,0.2149359893798828
0,3400,0.1963652801513672
0,3500,0.18987882614135743
0,3600,0.2014993667602539
0,3700,0.19312599182128906
0,3800,0.17400863647460937
0,3900,0.17159494400024414
0,4000,0.17261075973510742
0,4100,0.17462690353393553
0,4200,0.16057901382446288
0,4300,0.15617459297180175
0,4400,0.17149057388305664
0,4500,0.18830341339111328
0,4600,0.15950010299682618
0,4700,0.17107128143310546
0,4800,0.16846891403198241
0,4900,0.1791362953186035
0,5000,0.20167835235595702
0,5100,0.1757688331604004
0,5200,0.19649930953979491
0,5300,0.1908639144897461
0,5400,0.17960588455200197
0,5500,0.18167203903198242
0,5600,0.17082582473754881
0,5700,0.1719762420654297
0,5800,0.15890668869018554
0,5900,0.1924257469177246
0,6000,0.16373022079467772
0,6100,0.17794672012329102
0,6200,0.16780067443847657
0,6300,0.1771647071838379
0,6400,0.18022039413452148
0,6500,0.16968761444091796
0,6600,0.1794818687438965
0,6700,0.16557756423950196
0,6800,0.1709292221069336
0,6900,0.1813880157470703
0,7000,0.17374128341674805
0,7100,0.1795281982421875
0,7200,0.1647476387023926
0,7300,0.13629796028137206
0,7400,0.15475831031799317
0,7500,0.16110729217529296
0,7600,0.1412363815307617
0,7700,0.17033498764038085
0,7800,0.17308387756347657
0,7900,0.1624317741394043
0,8000,0.15018728256225586
0,8100,0.19935182571411134
0,8200,0.15597976684570314
0,8300,0.17084550857543945
0,8400,0.16685714721679687
0,8500,0.1811390495300293
0,8600,0.18562625885009765
0,8700,0.15034396171569825
0,8800,0.15615649223327638
0,8900,0.14437341690063477
0,9000,0.16270668029785157
0,9100,0.1529257583618164
0,9200,0.16422739028930664
0,9300,0.16992090225219728
0,9400,0.1607076644897461
0,9500,0.14649127960205077
0,9600,0.1579637908935547
0,9700,0.15329792976379394
0,9800,0.13859867095947265
0,9900,0.1423442268371582
0,10000,0.15158851623535155
0,10100,0.15833988189697265
0,10200,0.15116023063659667
0,10300,0.18303930282592773
0,10400,0.1807107162475586
0,10500,0.16595544815063476
0,10600,0.17328739166259766
0,10700,0.15720735549926756
0,10800,0.17930469512939454
0,10900,0.17966747283935547
0,11000,0.13870821952819823
0,11100,0.1943158531188965
0,11200,0.15297494888305663
0,11300,0.16374961853027345
0,11400,0.1555267906188965
0,11500,0.16953575134277343
0,11600,0.1611698341369629
0,11700,0.17811965942382812
0,11800,0.15633625030517578
0,11900,0.17594371795654296
0,12000,0.1641107177734375
0,12100,0.1573106098175049
0,12200,0.1499670124053955
0,12300,0.14165462493896486
0,12400,0.15222381591796874
0,12500,0.1441778087615967
0,12600,0.10885252952575683
0,12700,0.13511788368225097
0,12800,0.154022798538208
0,12900,0.16047138214111328
0,13000,0.16632085800170898
0,13100,0.16960927963256836
0,13200,0.1674744415283203
0,13300,0.17039487838745118
0,13400,0.18581487655639647
0,13500,0.1716743850708008
0,13600,0.16401235580444337
0,13700,0.15626725196838379
